[INFO ] [2022-03-03 00:46:49,353] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-03 23:23:43,244] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-03 23:23:43,318] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-03 23:23:43,375] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-03 23:23:43,432] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-03 23:23:43,534] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-03 23:23:43,643] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-03 23:23:43,820] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-03 23:23:43,879] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-03 23:23:43,942] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-03 23:23:49,220] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-03 23:23:49,418] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-03 23:23:50,400] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-03 23:23:50,472] Home Page - Step 03: Verify the brand name is displayed correctly
[INFO ] [2022-03-03 23:23:50,536] Home Page - Step 03: Verify the brand name is displayed correctly
[INFO ] [2022-03-03 23:46:36,165] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-03 23:46:36,961] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-03 23:46:37,502] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-03 23:46:37,967] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-03 23:46:38,119] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-03 23:46:38,353] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-03 23:46:40,465] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-03 23:46:50,942] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-03 23:46:51,657] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-03 23:46:52,043] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-03 23:46:53,169] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-03 23:46:53,405] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-03 23:46:53,610] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-03 23:46:54,504] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-03 23:46:54,663] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-03 23:46:55,475] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-03 23:47:00,898] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-03 23:47:01,073] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-03 23:47:01,161] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-03 23:47:01,241] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-03 23:47:01,302] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-03 23:47:01,446] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-03 23:47:01,577] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-03 23:47:01,758] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-03 23:47:01,821] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-03 23:47:01,893] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-03 23:47:07,237] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-03 23:47:08,032] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-03 23:47:09,226] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-03 23:47:09,461] Home Page - Step 03: Verify the brand name is displayed correctly
[INFO ] [2022-03-03 23:47:09,586] Home Page - Step 03: Verify the brand name is displayed correctly
[INFO ] [2022-03-03 23:49:03,432] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-03 23:49:03,933] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-03 23:49:04,384] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-03 23:49:04,644] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-03 23:49:04,871] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-03 23:49:04,993] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-03 23:49:06,423] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-03 23:49:16,760] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-03 23:49:17,277] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-03 23:49:17,434] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-03 23:49:18,050] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-03 23:49:18,198] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-03 23:49:18,383] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-03 23:49:19,283] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-03 23:49:19,409] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-03 23:49:20,568] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-03 23:49:26,055] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-03 23:49:26,238] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-03 23:49:26,299] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-03 23:49:26,357] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-03 23:49:26,406] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-03 23:49:26,500] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-03 23:49:26,606] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-03 23:49:26,807] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-03 23:49:26,887] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-03 23:49:26,959] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-03 23:49:32,256] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-03 23:49:32,450] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-03 23:49:33,389] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-03 23:49:33,438] Home Page - Step 03: Verify the brand name is displayed correctly
[INFO ] [2022-03-03 23:49:33,494] Home Page - Step 03: Verify the brand name is displayed correctly
[INFO ] [2022-03-03 23:59:05,611] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-03 23:59:06,339] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-03 23:59:06,870] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-03 23:59:07,199] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-03 23:59:07,432] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-03 23:59:07,599] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-03 23:59:08,995] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-03 23:59:19,331] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-03 23:59:19,903] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-03 23:59:20,090] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-03 23:59:20,695] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-03 23:59:20,900] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-03 23:59:21,054] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-03 23:59:21,951] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-03 23:59:22,112] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-03 23:59:22,888] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-03 23:59:28,429] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-03 23:59:28,610] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-03 23:59:28,680] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-03 23:59:28,755] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-03 23:59:28,861] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-03 23:59:28,985] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-03 23:59:29,110] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-03 23:59:29,232] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-03 23:59:29,292] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-03 23:59:29,346] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-03 23:59:34,637] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-03 23:59:34,816] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-03 23:59:35,767] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-03 23:59:35,914] Home Page - Step 03: Verify the brand name is displayed correctly
[INFO ] [2022-03-03 23:59:36,001] Home Page - Step 03: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 11:50:10,620] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 11:50:11,204] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 11:50:11,686] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 11:50:11,962] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 11:54:02,965] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 11:54:03,678] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 11:54:04,144] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 11:54:04,447] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 11:54:04,651] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 11:54:04,811] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 11:54:06,058] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 11:54:16,410] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 11:54:16,644] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 11:55:22,145] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 11:55:22,396] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 11:55:22,702] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 11:55:24,083] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 11:55:24,200] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 11:55:24,258] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 11:55:25,697] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 11:55:25,849] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 11:55:26,678] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 11:55:31,805] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 11:55:37,055] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 11:56:37,144] OS name = mac os x
[INFO ] [2022-03-04 11:56:37,673] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 11:59:54,634] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 11:59:55,217] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 11:59:55,676] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 11:59:55,938] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 11:59:56,073] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 11:59:56,285] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 11:59:57,627] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 12:00:08,128] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 12:00:08,394] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 12:00:08,580] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 12:00:09,379] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 12:00:09,548] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 12:00:09,714] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 12:00:10,717] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 12:00:10,850] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 12:00:11,616] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 12:00:17,082] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 12:00:17,335] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 12:00:17,398] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:00:17,455] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 12:00:17,522] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 12:00:17,640] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 12:00:17,767] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 12:00:17,890] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 12:00:17,952] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 12:00:18,016] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 12:00:23,307] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 12:00:23,612] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 12:00:24,645] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 12:00:24,772] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 12:00:24,976] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 12:00:25,059] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 12:00:25,143] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:00:25,228] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 12:00:25,321] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:00:25,389] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 12:00:25,493] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:00:25,597] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 12:00:25,757] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 12:00:26,410] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 12:00:26,554] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 12:00:26,892] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 12:00:26,958] OS name = mac os x
[INFO ] [2022-03-04 12:00:27,194] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 12:05:14,835] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 12:05:15,347] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 12:05:15,935] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 12:05:16,170] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 12:05:16,368] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 12:05:16,487] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 12:05:17,669] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 12:05:27,924] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 12:05:28,237] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 12:05:28,399] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 12:05:29,304] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 12:05:29,438] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 12:05:29,551] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 12:05:30,514] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 12:05:30,643] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 12:05:31,525] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 12:05:36,984] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 12:05:37,226] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 12:05:37,292] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:05:37,360] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 12:05:37,414] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 12:05:37,512] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 12:05:37,626] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 12:05:37,738] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 12:05:37,794] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 12:05:37,840] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 12:05:43,191] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 12:05:43,362] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 12:05:44,325] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 12:05:44,373] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 12:05:44,427] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 12:05:44,476] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 12:05:44,524] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:05:44,599] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 12:05:44,652] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:05:44,708] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 12:05:44,760] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:05:44,816] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 12:05:44,893] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 12:05:45,252] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 12:05:45,299] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 12:05:45,468] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 12:05:45,548] OS name = mac os x
[INFO ] [2022-03-04 12:05:45,828] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 12:17:25,423] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 12:17:25,839] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 12:17:26,502] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 12:17:26,832] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 12:17:26,944] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 12:17:27,113] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 12:17:28,363] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 12:17:38,621] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 12:17:38,822] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 12:17:38,989] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 12:17:39,817] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 12:17:39,978] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 12:17:40,104] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 12:17:41,222] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 12:17:41,367] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 12:17:42,333] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 12:17:47,752] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 12:17:47,974] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 12:17:48,033] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:17:48,099] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 12:17:48,177] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 12:17:48,278] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 12:17:48,380] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 12:17:48,481] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 12:17:48,549] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 12:17:48,600] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 12:17:53,847] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 12:17:54,040] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 12:17:55,020] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 12:17:55,067] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 12:17:55,118] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 12:17:55,164] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 12:17:55,212] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:17:55,284] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 12:17:55,343] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:17:55,398] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 12:17:55,447] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:17:55,493] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 12:17:55,556] Cart Page - Step 13: Verify info of shipping address is displayed correctly
[INFO ] [2022-03-04 12:17:55,878] Cart Page - Step 14: Verify the message in summary checkout is displayed correctly
[INFO ] [2022-03-04 12:17:55,935] Cart Page - Step 15: Hover to tooltip in item subtotal
[INFO ] [2022-03-04 12:17:56,095] Cart Page - Step 16: Verify the text in tooltip is displayed correctly
[INFO ] [2022-03-04 12:17:56,149] OS name = mac os x
[INFO ] [2022-03-04 12:17:56,423] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2022-03-04 12:21:18,928] Pre-Condition - Step 01: Click to Sign Up button
[INFO ] [2022-03-04 12:21:19,776] Pre-Condition - Step 02: Enter to Email textbox
[INFO ] [2022-03-04 12:21:20,291] Pre-Condition - Step 03: Enter to Password textbox
[INFO ] [2022-03-04 12:21:20,531] Pre-Condition - Step 04: Select I am a Buyer value
[INFO ] [2022-03-04 12:21:20,774] Pre-Condition - Step 05: Click to Login button
[INFO ] [2022-03-04 12:21:20,994] Pre-Condition - Step 06: Verify the Pop popup is displayed
[INFO ] [2022-03-04 12:21:22,732] Pre-Condition - Step 07: Click on X button to close popup
[INFO ] [2022-03-04 12:21:33,101] Home Page - Step 01: Enter product named 'Product exam1' into search textbox
[INFO ] [2022-03-04 12:21:33,375] Home Page - Step 02: Click on search icon
[INFO ] [2022-03-04 12:21:33,550] Home Page - Step 03: Verify the results search is displayed
[INFO ] [2022-03-04 12:21:34,608] Home Page - Step 04: Click on Add to cart icon
[INFO ] [2022-03-04 12:21:34,792] Home Page - Step 05: Verify the add to cart popup is displayed
[INFO ] [2022-03-04 12:21:34,938] Home Page - Step 06: Enter quantity
[INFO ] [2022-03-04 12:21:35,906] Home Page - Step 07: Click on Add to Cart in Modal Dialog
[INFO ] [2022-03-04 12:21:36,044] Home Page - Step 08: Verify the notification of adding to cart successfully
[INFO ] [2022-03-04 12:21:36,951] Home Page - Step 09: Click on X icon
[INFO ] [2022-03-04 12:21:42,387] Home Page - Step 01: Hover to Cart icon
[INFO ] [2022-03-04 12:21:42,646] Home Page - Step 02: the cart popper is displayed normally
[INFO ] [2022-03-04 12:21:42,705] Home Page - Step 03: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:21:42,769] Home Page - Step 04: Verify the price of product is displayed correctly
[INFO ] [2022-03-04 12:21:42,823] Home Page - Step 05: Verify the price total of product is displayed correctly
[INFO ] [2022-03-04 12:21:42,949] Home Page - Step 06: Verify the order value is displayed correctly
[INFO ] [2022-03-04 12:21:43,061] Home Page - Step 07: Verify the items subtotal is displayed correctly
[INFO ] [2022-03-04 12:21:43,174] Home Page - Step 08: Verify the small order surcharge is displayed correctly
[INFO ] [2022-03-04 12:21:43,237] Home Page - Step 09: Verify the logistics surcharge is displayed correctly
[INFO ] [2022-03-04 12:21:43,290] Home Page - Step 10: Verify the last total price is displayed correctly
[INFO ] [2022-03-04 12:21:48,569] Home Page - Step 01: Click on Cart button
[INFO ] [2022-03-04 12:21:48,771] Cart Page - Step 02: Verify the cart page is displayed
[INFO ] [2022-03-04 12:21:49,712] Cart Page - Step 03: Verify the text in pod express items is displayed
[INFO ] [2022-03-04 12:21:49,769] Cart Page - Step 04: Verify the brand name is displayed correctly
[INFO ] [2022-03-04 12:21:49,833] Cart Page - Step 05: Verify the product name is displayed correctly
[INFO ] [2022-03-04 12:21:49,890] Cart Page - Step 06: Verify the sku name is displayed correctly
[INFO ] [2022-03-04 12:21:49,968] Cart Page - Step 07: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:21:50,038] Cart Page - Step 08: Verify the id is displayed correctly
[INFO ] [2022-03-04 12:21:50,102] Cart Page - Step 09: Verify the unit is displayed correctly
[INFO ] [2022-03-04 12:21:50,155] Cart Page - Step 10: Verify the price is displayed correctly
[INFO ] [2022-03-04 12:21:50,227] Cart Page - Step 11: Verify the quantity of product is displayed correctly
[INFO ] [2022-03-04 12:21:50,292] Cart Page - Step 12: Verify the total price is displayed correctly
[INFO ] [2022-03-04 12:21:50,351] Cart Page - Step 13: Verify info of shipping address is displayed correctly
